id,name,description,xrefs,parents
CL_0009092,endothelial cell of placenta,An endothelial cell that is part of a placenta.,EFO:0010708,CL:0000115|CL:0002577
CL_0009093,smooth muscle cell of placenta,A smooth muscle cell that is part of a placenta.,EFO:0010709,BFO:0000050 some UBERON:0001987|CL:0000192
CL_0009094,endothelial cell of hepatic portal vein,An endothelial cell that is part of a hepatic portal vein.,EFO:0010704,BFO:0000050 some UBERON:0001639|CL:0000115
CL_0009095,endothelial cell of uterus,An endothelial cell that is part of a uterus.,EFO:0010711,BFO:0000050 some UBERON:0000995|CL:0000115
CL_0009096,esophagus non-keratinized squamous epithelial cell,"Any cell that is part of the esophageal non-keratinized stratified squamous epithelium. In humans, the esophagus, which requires flexibility to accommodate swallowing of a bolus, is covered with a non-keratinized epithelium.",,BFO:0000050 some UBERON:0006920|CL:0000238|CL:0002252
CL_0009097,embryonic skeletal muscle fiber,"A skeletal muscle fiber found in an embryo. In mammalian embryos, skeletal muscle expresses myosin heavy chain-embryonic (MyHC-emb, encoded by the MYH3 gene), which regulates skeletal muscle development.",,CL:0008002|RO:0002491 some UBERON:0000068
CL_0009098,fetal and neonatal skeletal muscle fiber,"A skeletal muscle fiber found at the fetal and neonatal stages. In mammalian fetuses and neonates, skeletal muscle expresses myosin heavy chain-neonatal (MyHC-neo, encoded by the MYH8 gene). This expression disappears shortly after birth and is replaced by expression of adult heavy chain myosins.",,CL:0008002|RO:0002488 some UBERON:0000092|RO:0002492 some UBERON:0007221
CL_0009099,fibro/adipogenic progenitor cell,"A progenitor cell that is a tissue-resident mesenchymal cell, important for skeletal muscle regeneration, and able to differentiate into both adipocytes or fibroblasts.",,CL:0008019|CL:0011026
CL_0009100,hepatic portal fibroblast,A fibroblast located in the portal triad. Hepatic portal fibroblast are a non-parenchymal cell population located adjacent to bile duct epithelia in liver and are distinct from stellate cells. They differentiate into fibrogenic myofibroblasts during chronic injury states producing high levels of collagen.,,BFO:0000050 some UBERON:0001279|CL:0000057
CL_0009101,fibroblastic reticular cell,A reticular cell involved in directing B cells and T cells to specific regions within a tissue.,,CL:0000186|CL:0000432
CL_0009102,lymph node fibroblastic reticular cell,"A specialized, fibroblastic reticular cell of mesenchymal origin found in lymph nodes. In human, it expresses several markers common to myofibroblasts (desmin, vimentin, CD73, CD90, α-smooth muscle actin (αSMA)), and can be differentiated from endothelial cells by its lack of CD31 expression. These cells are critical for the overall organization and function of the lymph node. Lymph node fibroblastic reticular cells (FRCs) can be further classified based on their location, function, and unique marker expression.",,BFO:0000050 some UBERON:0000029|CL:0009101
CL_0009103,lymph node marginal reticular cell,A fibroblastic reticular cell found in the lymph node subcapsular sinus.,,BFO:0000040|CL:0009102|RO:0001025 some UBERON:0005463
CL_0009104,B cell zone reticular cell,A fibroblastic reticular cell found in the lymph node germinal center dark zone (B cell zone).,,BFO:0000050 some UBERON:8410053|CL:0009102
CL_0009105,T cell zone reticular cell,A fibroblastic reticular cell found in the lymph node T cell domain.,,BFO:0000050 some UBERON:0010417|CL:0009102
CL_0009106,medullary reticular cell,A specialized fibroblast found in the medulla of lymph node.,,BFO:0000050 some UBERON:0002007|CL:0009102
CL_0009107,lymphatic endothelial cell of subcapsular sinus ceiling,"A lymphatic endothelial cell located in the subcapsular sinus ceiling of a lymph node. In human, it's characterized by a unique marker expression (NT5e+ and Caveolin-1+).",,BFO:0000050 some UBERON:8410071|CL:0002138|CL:0009115
CL_0009108,lymphatic endothelial cell of subcapsular sinus floor,"A lymphatic endothelial cell located in the subcapsular sinus floor of a lymph node. In human, it's characterized by a unique marker expression (TNFRSF9+).",,BFO:0000050 some UBERON:8410072|CL:0002138|CL:0009115
CL_0009109,lymphatic endothelial cell of trabecula,A lymphatic endothelial cell located in a lymph node trabecula.,,BFO:0000050 some UBERON:0002195|CL:0002138|CL:0009115
CL_0009110,lymphatic endothelial cell of medulla ceiling,A lymphatic endothelial cell located in the ceiling part of a lymph node medulla.,,BFO:0000050 some UBERON:0002007|CL:0002138|CL:0009115
CL_0009111,centrocyte,A germinal center B cell found in a lymph node germinal center light zone.,,BFO:0000050 some UBERON:8410052|CL:0000844
CL_0009112,centroblast,A germinal center B cell found in a lymph node germinal center dark zone.,,BFO:0000050 some UBERON:8410053|CL:0000844
CL_0009113,T follicular regulatory cell,"A regulatory T cell present in the B cell follicles and germinal centers of lymphoid tissues. In humans, it is CXCR5+.",,BFO:0000050 some UBERON:0001744|CL:0000815
CL_0009114,monocytoid B cell,"A B cell found in the perisinusoidal area of a lymph node. In humans, monocytoid B cells are a morphologically distinct B cell population
CL_0009115,lymph node lymphatic vessel endothelial cell,An endothelial cell located in a lymph node lymphatic vessel.,,BFO:0000050 some UBERON:0000029|BFO:0000050 some UBERON:0001473|CL:0000115
CL_0009116,progenitor cell of mammary luminal epithelium,"A progenitor cell with the potential to differentiate into luminal epithelial cells of mammary glands. In mouse, CD61 and c-kit were found to be coexpressed by the majority of, but not all, committed luminal progenitor cells.",,BFO:0000050 some UBERON:0001911|CL:0011026
CL_0010000,keratinized cell of hair follicle,A hair follicle matrix region cell which synthesizes keratin and undergoes a characteristic change as it moves upward from the hair bulb to become the hair medulla cortex and hair root sheath.,,BFO:0000050 some UBERON:0005933|CL:2000092
CL_0010001,stromal cell of bone marrow,A stromal cell that is part_of a bone marrow.,,CL:0000499|CL:0002092
CL_0010002,epithelial cell of umbilical artery,An epithelial cell that is part_of a umbilical artery.,,BFO:0000050 some UBERON:0001310|CL:0000066
CL_0010003,epithelial cell of alveolus of lung,An epithelial cell that is part_of a alveolus of lung.,MESH:D056809,BFO:0000050 some UBERON:0002299|CL:0000082
CL_0010004,mononuclear cell of bone marrow,A mononuclear cell that is part_of a bone marrow.,,CL:0000842|CL:1001610
CL_0010005,atrioventricular bundle cell,A specialized cardiomyocyte that transmit signals from the AV node to the cardiac Purkinje fibers.,,BFO:0000050 some UBERON:0002353|CL:0010007
CL_0010006,cardiac blood vessel endothelial cell,,,CL:0000071|CL:0010008
CL_0010007,His-Purkinje system cell,,,BFO:0000004|BFO:0000050 some UBERON:0004146|CL:0000003
CL_0010008,cardiac endothelial cell,,,BFO:0000050 some UBERON:0000948|CL:0000115|CL:0002494
CL_0010009,camera-type eye photoreceptor cell,,,BFO:0000050 some UBERON:0000019|CARO:0000000|CL:0000287
CL_0010010,cerebellar stellate cell,,,CL:0000122|CL:1001611
CL_0010011,cerebral cortex GABAergic interneuron,A GABAergic interneuron whose soma is located in the cerebral cortex.,,CL:0008031|CL:0011005
CL_0010012,cerebral cortex neuron,A CNS neuron of the cerebral cortex.,BTO:0004102|FMA:84104,CARO:0000000|CL:2000029|RO:0002100 some UBERON:0000956
CL_0010013,type I pinealocyte,,,CL:0000652
CL_0010014,type II pinealocyte,,,CL:0000652
CL_0010015,coronet cell,"A highly specialized cell type exclusive to and forming neuroepithelium of the Saccus vasculosus, covering the caudal diverticulum of the infundibular recess.",,CL:0000066
CL_0010016,collar cell,"A cell with a flagellum surrounded by a collar of microvilli. The motion of the flagellum draws water past the microvilli, serving either a feeding or sensory function. Collar cells are found in multiple animals, including sponges, echinoderms, and cnidarians. They are also found outside animals in the choanoflagellates. Although collar cells are superficially similar, their cytoskeletal structure and functional biology are different in different groups of organisms.",,CL:0000064|CL:0000548
CL_0010017,zygote,A zygote in a plant or an animal.,MESH:D015053,CL:0000003
CL_0010020,cardiac glial cell,,,BFO:0000050 some UBERON:0000948|CL:0000125|CL:0002494
CL_0010021,cardiac myoblast,,MESH:D032386,CL:0000056|RO:0002203 some CL:0000746
CL_0010022,cardiac neuron,A neuron that has its soma in the heart.,,CARO:0000000|CL:0000540|RO:0002100 some UBERON:0000948
CL_0011000,dorsal horn interneuron,A CNS interneuron located in the dorsal horn of the spinal cord.,,CL:0002611|CL:0005000
CL_0011001,spinal cord motor neuron,A motor neuron that passes from the spinal cord toward or to a muscle and conducts an impulse that causes movement.,,CARO:0000000|CL:0000100|CL:2000029|RO:0002100 some UBERON:0002240
CL_0011002,lateral motor column neuron,A motor neuron that is generated only on limb levels and send axons into the limb mesenchyme.,,CL:0011001
CL_0011003,magnocellular neurosecretory cell,"A neurosecretory neuron residing mainly in the hypothalamic supraoptic and paraventricular nuclei and in a number of smaller accessory cell groups between these two nuclei, that is capable of secreting the hormones oxytocin or vasopressin, and sometimes both, into the systemic circulation.",ILX:0107463,CARO:0000000|CL:0000381|CL:2000029|RO:0002100 some UBERON:0001898
CL_0011004,lens fiber cell,"A vetebrate lens cell that is any of the elongated, tightly packed cells that make up the bulk of the mature lens in a camera-type eye.",,CL:0002222
CL_0011005,GABAergic interneuron,An interneuron that uses GABA as a vesicular neurotransmitter.  These interneurons are inhibitory,,CL:0000498|CL:0000617
CL_0011006,Lugaro cell,An inhibitory GABAergic interneuron found in the cerebellar cortex.,,CL:4023057
CL_0011007,paraxial cell,A cell in the area of mesoderm in the neurulating embryo that flanks and forms simultaneously with the neural tube. The cells of this region give rise to somites.,,BFO:0000050 some UBERON:0003059|CL:0000222
CL_0011008,embryonic hemocyte,"A hemocyte derived from head mesoderm, which enters the hemolymph as acirculating cell.",,CL:0000387
CL_0011009,embryonic plasmatocyte,A plasmatocyte derived from head mesoderm.,,CL:0000394
CL_0011010,lateral mesodermal cell,A cell derived from the mesoderm that is found at the periphery of the embryo.,,CL:0000222
CL_0011011,intermediate mesodermal cell,A cell derived from the mesoderm that is located between the paraxial mesoderm and the lateral plate.,,CL:0000222
CL_0011012,neural crest cell,"A cell of the neural crest. Neural crest cells are multipotent. Premigratory neural crest cells are found at the neural plate boarder, some of which will undergo ectomesynchymal transition and delamination to form migratory neural crest cells.",,CL:0000048|CL:0002321
CL_0011013,motile sperm cell,A sperm cell that is cabaple of motion (motility).,,CL:0000019|CL:0000219|RO:0002215 some GO:0097722
CL_0011014,non-motile sperm cell,A sperm cell that is not cabaple of motion (motility).,,CL:0000019
CL_0011015,amoeboid sperm cell,"A motile sperm cell that contain no F-actin, and their motility is powered by a dynamic filament system.",,CL:0011013
CL_0011016,flagellated sperm cell,A motile sperm cell that contains a slender threadlike microscopic appendage that enables motion.,,CL:0011013|RO:0002215 some GO:0030317
CL_0011017,vagal neural crest cell,Cell that is part of the vagal neural crest population. The vagal neural crest arises from the axial level of somites 1-7 and has been described as a hybrid between the head and the trunk populations.,,CL:0011012
CL_0011018,lymphoid tissue–inducer cell,"A group 3 innate lymphoid cell that express ROR gamma t and IL-7R alpha in the absence of lineage markers (e.g. CD3, CD19, B220, CD11c, Gr-1), with the functional ability to interact with mesenchymal cells through lymphotoxin and tumor necrosis factor. Lymphoid tissue-inducer cells are key to the development of lymph nodes and Peyer’s patches.",,CARO:0000006|CL:0001071|RO:0002104 some PR:000001869
CL_0011019,mesothelial cell of epicardium,A mesothelial cell that is part of the epicardium.,,BFO:0000050 some UBERON:0002348|CL:0000077|CL:0002494
CL_0011020,neural progenitor cell,An undifferentiated cell that originates from a neural stem cell and has the capacity to generate multiple types of lineage-restricted progenitors but not to self-renew.,,CL:0000055
CL_0011021,fibroblast of upper back skin,A fibroblast that is part of upper back skin.,,BFO:0000050 some UBERON:0009015|CL:0011022
CL_0011022,fibroblast of skin of back,A fibroblast that is part of skin of back.,,BFO:0000050 some UBERON:0001068|CL:0002620
CL_0011023,CD25+ mast cell,A mast cell that is CD25+.,,CARO:0000006|CL:0001063|RO:0001000 some CL:0000097|RO:0002104 some PR:000001380
CL_0011024,double negative T regulatory cell,"A double negative thymocyte that is CD3-positive, CD4-negative, CD8-negative, that that are present in the periphery in very low numbers and predominantly produce INF-gamma, TNF-alpha, and a low amount of TGF-beta, but not IL-2, IL-4, IL-10 or IL-13 upon activation.",,CL:0002489|RO:0002215 some GO:0050777
CL_0011025,exhausted T cell,,,CL:0000911
CL_0011026,progenitor cell,"A precursor cell that has a tendency to differentiate into a specific type of cell. They are descendants of stem cells, only they are more constrained in their differentiation potential or capacity for self-renewal, and are often more limited in both senses.",,CARO:0000000|CL:0011115|RO:0002202 some CL:0000034
CL_0011027,skeletal muscle fibroblast,Any fibroblast that is part of skeletal muscle tissue.,,CL:0000188|CL:1001609
CL_0011028,olfactory ensheathing cell,,BTO:0002771,CL:0000125
CL_0011029,cnidocyte,"An explosive cell containing one giant secretory organelle called a cnidocyst (also known as a cnida (plural cnidae) or nematocyst) that contains a toxin responsible for the stings delivered by a cnidarian to other organisms. Cnidae are used to capture prey and as a defense against predators. The presence of cnidocytes defines the phylum Cnidaria (corals, sea anemones, hydrae, jellyfish, etc.).",,BFO:0000051 some GO:0042151|CL:0000151|RO:0002162 some NCBITaxon:6073
CL_0011030,dermal microvascular endothelial cell,Any microvascular endothelial cell that is part of the dermis.,,CL:2000008|CL:2000010
CL_0011031,monocyte-derived dendritic cell,A dendritic cell that develops from a monocyte.,,CL:0000782|RO:0002202 some CL:0000576
CL_0011032,lysosome-rich enterocyte,An enterocyte that possesses a large supranuclear vacuolar system that preferentially internalizes dietary protein via receptor-mediated and fluid-phase endocytosis for intracellular digestion and trans-cellular transport. In zebrafish these cells are located in the posterior region of the mid intestine throughout life. In mammals they are found in the ileum pre-weaning and later are replaced by mature enterocytes.,,CL:0000584
CL_0011100,galanergic neuron,Neuron that secretes the neurotransmitter galanin.,,CL:0000540
CL_0011101,chorionic trophoblast cell,Cells of the uterine chorion that acquire specialized structural and/or functional features that characterize chorionic trophoblasts. These cells will migrate towards the spongiotrophoblast layer and give rise to syncytiotrophoblasts of the labyrinthine layer.,,BFO:0000050 some UBERON:0003124|CL:0000351
CL_0011102,parasympathetic neuron,Parasympathetic neurons are part of the parasympathetic nervous sysem and the cell bodies lie in the brain and sacral region of the spinal cord. The neurons are mainly cholinergic.,,CL:0000107
CL_0011103,sympathetic neuron,Sympathetic neurons are part of the sympathetic nervous system and are primarily adrenergic producing the neurotransmitter noradrenalin along with other neuropeptides.,,CL:0000107
CL_0011104,interplexiform cell,"A type of interneuron in the retinal inner nuclear layer which
CL_0011105,dopamanergic interplexiform cell,"A type of interneuron in the retinal inner nuclear layer which
CL_0011106,GABAnergic interplexiform cell,"A type of interneuron in the retinal inner nuclear layer which
CL_0011108,colon epithelial cell,Epithelial cell that is part of the colon epithelium.,,BFO:0000050 some UBERON:0000397|CL:0002253
CL_0011109,hypocretin-secreting neuron,A neuron that releases hypocretin as a neurotransmitter.,,CL:0000151|CL:0000540|RO:0002215 some GO:0061585
CL_0011110,histaminergic neuron,Neuron that secretes histamine.,,CL:0000540|CL:0002274|RO:0002215 some GO:0061538
CL_0011111,gonadotropin releasing neuron,"Neuroendocrine cells that are born in the nasal placode during embryonic development and migrate through the nose and forebrain to the hypothalamus, where they regulate reproduction.",,CL:0000163|CL:0000381|RO:0002215 some GO:0032274
CL_0011113,spiral ganglion neuron,Neuron found in the spiral ganglion.,,CARO:0000000|CL:0000540|RO:0002100 some UBERON:0000395
CL_0011114,segmented neutrophil of bone marrow,A segmented neutrophilic cell of the bone marrow reserve pool that expresses CD11b (integrin alpha-M) and high levels of CD16 (low affinity immunoglobulin gamma Fc region receptor III) on its cell surface.,,CL:0000096|CL:1001610
CL_0011115,precursor cell,"A cell that, by division or terminal differentiation, can give rise to other cell types.",,BFO:0000040|CL:0000003|RO:0002215 some GO:0030154
CL_0012000,astrocyte of the forebrain,An astrocyte of the forebrain.,,BFO:0000050 some UBERON:0001890|CL:0000127|CL:2000005
CL_0012001,neuron of the forebrain,A CNS neuron of the forebrain.,,CL:0000117|CL:2000029|RO:0002100 some UBERON:0001890
CL_0013000,forebrain radial glial cell,,,BFO:0000050 some UBERON:0001890|CL:0000681
CL_0015000,cranial motor neuron,"Motor neuron that innervate muscles that control eye, jaw, and facial movements of the vertebrate head and parasympathetic neurons that innervate certain glands and organs.",PMID:14699587,CL:0000100
CL_0017000,pulmonary ionocyte,An ionocyte that is part of the lung epithelium. The cells from this type are major sources of the CFTR protein in human and mice.,,CL:0000082|CL:0005006
CL_0017001,splanchnic mesodermal cell,A mesodermal cell that is part of the splanchnic layer of lateral plate mesoderm.,,BFO:0000050 some UBERON:0004872|CL:0011010
CL_0017002,prostate neuroendocrine cell,A neuroendocrine cell that is part of the prostate epithelium.,,BFO:0000050 some UBERON:0000428|CL:0000165
CL_0017003,epithelial cell of prostatic urethra,An epithelial cell that is part of the prostatic urethra.,,BFO:0000050 some UBERON:0001335|CL:1000296
CL_0017004,telocyte,"A supportive cell with a small, oval-shaped body and one to five telopodes. Telopodes are cytoplasmic protrusions from tens to hundreds of micrometers long and mostly below 0.2 microns of caliber.",,CL:0002320 and (BFO:0000051 some GO:0120327)
CL_0017005,lymphoblast,A lymphocyte that has gotten larger after being stimulated by an antigen.,BTO:0000772|EFO:0000572|FMA:83030,CL:0000542 and (RO:0002353 some GO:0046649)
CL_0017006,B-lymphoblast,A lymphocyte of B lineage that has gotten larger after being stimulated by an antigen.,EFO:0005293|FMA:83031,CL:0000945|CL:0017005
CL_0017010,hillock cell of urethral epithelium,A hillock cell that is part of the urethra.,,CL:1000296|CL:4030024
CL_0017011,hillock cell of prostatic urethral epithelium,A hillock cell that is part of the prostatic urethra.,,CL:0017003|CL:0017010
CL_0017500,neutrophillic cytoplasm,"Cytoplasm that exhibits a characteristic staining and color, pale-pink, with Wright-Giemsa stain.",,GO:0005737|RO:0000053 some PATO:0070046
CL_0017502,acidophilic cytoplasm,"Cytoplasm that exhibits a characteristic staining and color, red or pink, with Eosin stain.",,GO:0005737|RO:0000053 some PATO:0002418
CL_0017503,basophilic cytoplasm,Cytoplasm that exhibits molecular interaction for basic dyes under specific pH conditions.,,GO:0005737|RO:0000053 some PATO:0002094
CL_0017504,polychromatophilic cytoplasm,Cytoplasm that exhibits affinity for both basic and acid stains under specific pH conditions.,,GO:0005737|RO:0000053 some PATO:0070047
CL_0017505,increased nucleus size,A nucleus size quality which is relatively high compared to the amount of cytoplasm present in the same cell.,,GO:0005634|RO:0000053 some PATO:0000586
CL_0017506,banded nucleus,"A concave nuclear shape where the nucleus is indented to more than half the distance to the farthest nuclear margin, but in no area is the chromatin condensed to a single filament.",,GO:0005634
CL_0017507,reniform nucleus,A concave nucleus shape where the indentation is smaller than half of the distance to the farthest nuclear margin.,,GO:0005634|RO:0000053 some PATO:0001871
CL_0017508,cartwheel heterochromatin,Heterochromatin that is arranged in a carthwheel pattern.,,GO:0000792
CL_0017509,alobate nucleus,,,GO:0005634|RO:0000053 some PATO:0002506
CL_0019001,tracheobronchial serous cell,Any serous secreting cell that is part of the tracheobronchial epithelium.,,BFO:0000050 some UBERON:0007196|CL:0000313
CL_0019002,tracheobronchial chondrocyte,Any chondrocyte that is part of the tracheobronchial tree.,,BFO:0000050 some UBERON:0007196|CL:0000138
CL_0019003,tracheobronchial goblet cell,Any goblet cell that is part of the tracheobronchial epithelium.,,CL:0002202|CL:0002370
CL_0019015,lung parenchyma resident eosinophil,"An eosinophil with a ring-shaped nucleus that is resident in the lung parenchyma. In mouse, lung parenchyma resident eosinophils are IL-5-independent Siglec-F(intermediate) CD62L+ CD101(low). In human, they are Siglec-8+ CD62L+ IL-3R(low).",,BFO:0000050 some UBERON:0008946|CL:0000774
CL_0019017,lymphatic vessel smooth muscle cell,A smooth muscle cell that is part of any lymphatic vessel.,,BFO:0000050 some UBERON:0001473|CL:0000359
CL_0019018,blood vessel smooth muscle cell,A smooth muscle cell that is part of any blood vessel.,,BFO:0000050 some UBERON:0001981|CL:0000359
CL_0019019,tracheobronchial smooth muscle cell,A smooth muscle cell that is part of the tracheobronchial tree.,,BFO:0000050 some UBERON:0007196|CL:0000192
CL_0019020,extrahepatic cholangiocyte,"An epithelial cell of the extrahepatic bile ducts, including the left and right hepatic duct, common hepatic duct, and common bile duct. They are columnar in shape, and have a large nuclear-to-cytoplasmic ratio relative to small/intrahepatic cholangiocytes.",,BFO:0000050 some UBERON:0004822|CL:1000488
CL_0019021,endothelial cell of periportal hepatic sinusoid,"An endothelial cell found in the periportal region hepatic sinusoid, near the portal triad. The fenestrae of these cells are larger but fewer in number compared with those of endothelial cells near the centrilobular region of the hepatic sinusoid.",EFO:0010705,CL:1000398|RO:0002220 some UBERON:0001279
CL_0019022,endothelial cell of pericentral hepatic sinusoid,"An endothelial cell found in the centrilobular region hepatic sinusoid, near the central vein. The fenestrae of these cells are smaller but more numerous compared with those of endothelial cells near the periportal region of the hepatic sinusoid.",EFO:0010706,CL:1000398|RO:0002220 some UBERON:0006841
CL_0019026,periportal region hepatocyte,Any hepatocyte that is part of the liver lobule periportal region. These cells are primarily involved in oxidative energy metabolism.,,BFO:0000050 some UBERON:8400006|CL:0000182
CL_0019028,midzonal region hepatocyte,Any hepatocyte that is part of the liver lobule midzonal region. These cells have mixed functionality in comparison with those in the other two regions of the liver lobule.,,BFO:0000050 some UBERON:8400007|CL:0000182
CL_0019029,centrilobular region hepatocyte,Any hepatocyte that is part of the liver lobule centrilobular region. These cells are the primary location for the biotransformation of drugs.,,BFO:0000050 some UBERON:8400008|CL:0000182
CL_0019031,intestine goblet cell,"Goblet cells reside throughout the length of the small and large intestine and are responsible for the production and maintenance of the protective mucus blanket by synthesizing and secreting high-molecular-weight glycoproteins known as mucins. Human intestinal goblet cells secrete the MUC2 mucin, as well as a number of typical mucus components: CLCA1, FCGBP, AGR2, ZG16, and TFF3.",,CL:0000160|CL:0002563
CL_0019032,intestinal tuft cell,Any brush cell that is part of the intestinal epithelium.,,CL:0002204|CL:0002563
CL_1000001,retrotrapezoid nucleus neuron,,,CARO:0000000|CL:2000029|RO:0002100 some UBERON:0009918
CL_1000022,mesonephric nephron tubule epithelial cell,,,BFO:0000050 some UBERON:0005329|CL:1000449|CL:1000507
CL_1000036,,,,
CL_1000042,forebrain neuroblast,,,BFO:0000050 some UBERON:0001890|CL:0000031|CL:0002319
CL_1000050,lateral line nerve glial cell,,,BFO:0000050 some UBERON:0008906|CL:0002573
CL_1000073,spinal cord radial glial cell,,,BFO:0000050 some UBERON:0002240|CL:0000681
CL_1000082,stretch receptor cell,,,CL:0000006
CL_1000083,stratified keratinized epithelial stem cell,,,CL:0000357
CL_1000085,stratified non keratinized epithelial stem cell,,,CL:0000357
CL_1000090,pronephric nephron tubule epithelial cell,,,BFO:0000050 some UBERON:0005310|CL:1000449|CL:1000507
CL_1000123,metanephric nephron tubule epithelial cell,,,BFO:0000050 some UBERON:0005146|CL:1000449|CL:1000507
CL_1000143,lung goblet cell,,,CL:0000082|CL:0002370|CL:1000272
CL_1000147,cardiac valve cell,A cell that is part of a cardiac valve.,,BFO:0000004|BFO:0000050 some UBERON:0000946|CL:0000003
CL_1000155,Malpighian tubule stellate cell,A specialized epithelial secretory cell that moves chloride ions and water across the tubule epithelium.,FBbt:00005797,BFO:0000050 some UBERON:0001054|CL:0000151
CL_1000182,malpighian tubule tip cell,,,BFO:0000004|BFO:0000050 some UBERON:0001054|CL:0000423
CL_1000191,pillar cell,"A rod-like cell in the inner ear, having their heads joined and their bases on the basilar membrane widely separated so as to form a spiral tunnel known as the tunnel of Corti.",FMA:75722,CL:0002490
CL_1000217,growth plate cartilage chondrocyte,,,BFO:0000050 some UBERON:0004129|CL:0000138
CL_1000222,stomach neuroendocrine cell,,,CL:0000165|CL:0002178
CL_1000223,lung neuroendocrine cell,,,CL:0000082|CL:0000165|CL:1000272
CL_1000236,posterior lateral line nerve glial cell,,,BFO:0000050 some UBERON:2000175|CL:1000050
CL_1000239,anterior lateral line nerve glial cell,,,BFO:0000050 some UBERON:2000425|CL:1000050
CL_1000245,posterior lateral line ganglion neuron,,,CL:2000031|RO:0002100 some UBERON:2001314
CL_1000271,lung ciliated cell,,,BFO:0000004|BFO:0000050 some UBERON:0002048|CL:0000064
CL_1000272,lung secretory cell,,,BFO:0000050 some UBERON:0002048|CL:0000151
CL_1000274,trophectodermal cell,,,CL:0000349
CL_1000275,smooth muscle cell of small intestine,A smooth muscle cell that is part of the small intestine.,FMA:15050,BFO:0000050 some UBERON:0002108|CL:0002504
CL_1000276,smooth muscle fiber of duodenum,A smooth muscle cell that is part of the duodenum.,FMA:15058,BFO:0000050 some UBERON:0002114|CL:1000275
CL_1000277,smooth muscle fiber of jejunum,A smooth muscle cell that is part of the jejunum.,FMA:15062,BFO:0000050 some UBERON:0002115|CL:1000275
CL_1000278,smooth muscle fiber of ileum,A smooth muscle cell that is part of the ileum.,FMA:15066,BFO:0000050 some UBERON:0002116|CL:1000275
CL_1000279,smooth muscle cell of large intestine,A smooth muscle cell that is part of the large intestine.,FMA:15653,BFO:0000050 some UBERON:0000059|CL:0002504
CL_1000280,smooth muscle cell of colon,A smooth muscle cell that is part of the colon.,FMA:15663,BFO:0000050 some UBERON:0001155|CL:1000279
CL_1000281,smooth muscle cell of cecum,A smooth muscle cell that is part of the cecum.,FMA:15681,BFO:0000050 some UBERON:0001153|CL:1000280
CL_1000282,smooth muscle fiber of ascending colon,A smooth muscle cell that is part of the ascending colon.,FMA:17518,BFO:0000050 some UBERON:0001156|CL:1000280
CL_1000283,smooth muscle fiber of transverse colon,A smooth muscle cell that is part of the transverse colon.,FMA:17519,BFO:0000050 some UBERON:0001157|CL:1000280
CL_1000284,smooth muscle fiber of descending colon,A smooth muscle cell that is part of the descending colon.,FMA:17520,BFO:0000050 some UBERON:0001158|CL:1000280
CL_1000285,smooth muscle cell of sigmoid colon,A smooth muscle cell that is part of the sigmoid colon.,FMA:17521,BFO:0000050 some UBERON:0001159|CL:1000280
CL_1000286,smooth muscle cell of rectum,A smooth muscle cell that is part of the rectum.,FMA:17522,BFO:0000050 some UBERON:0001052|CL:1000279
CL_1000287,myocyte of anterior internodal tract,A muscle cell that is part of the anterior internodal tract.,FMA:223276,CL:0002096
CL_1000288,myocyte of atrial branch of anterior internodal tract,A muscle cell that is part of the atrial branch of anterior internodal tract.,FMA:223277,CL:0002096
CL_1000289,myocyte of atrial septal branch of anterior internodal tract,A muscle cell that is part of the atrial septal branch of anterior internodal tract.,FMA:223278,CL:0002096
CL_1000290,myocyte of middle internodal tract,A muscle cell that is part of the middle internodal tract.,FMA:223279,CL:0002096
CL_1000291,myocyte of posterior internodal tract,A muscle cell that is part of the posterior internodal tract.,FMA:223280,CL:0002096
CL_1000292,,,,
CL_1000293,,,,
CL_1000294,,,,
CL_1000295,,,,
CL_1000296,epithelial cell of urethra,An epithelial cell that is part of the urethra.,FMA:256165,CL:0000066|CL:0002371|CL:1001320
CL_1000297,,,,
CL_1000298,mesothelial cell of dura mater,A mesothelial cell that is part of the dura mater.,FMA:256516,BFO:0000050 some UBERON:0002363|CL:0000077|CL:0002319
CL_1000299,fibroblast of connective tissue of prostate,A fibroblast that is part of the connective tissue of prostate.,FMA:261271,BFO:0000050 some UBERON:0002367|CL:0000057
CL_1000300,fibroblast of outer membrane of prostatic capsule,A fibroblast that is part of the outer membrane of prostatic capsule.,FMA:261273,BFO:0000050 some UBERON:0002367|CL:0000057
CL_1000301,fibroblast of subepithelial connective tissue of prostatic gland,A fibroblast that is part of the subepithelial connective tissue of prostatic gland.,FMA:261275,BFO:0000050 some UBERON:0002367|CL:0000057
CL_1000302,fibroblast of papillary layer of dermis,A fibroblast that is part of the papillary layer of dermis.,FMA:261277,BFO:0000050 some UBERON:0001992|CL:0002551
CL_1000303,fibroblast of areolar connective tissue,A fibroblast that is part of the areolar connective tissue.,FMA:261279,BFO:0000050 some UBERON:0006815|CL:0000057
CL_1000304,fibroblast of connective tissue of nonglandular part of prostate,A fibroblast that is part of the connective tissue of nonglandular part of prostate.,FMA:261281,BFO:0000050 some UBERON:0002367|CL:0000057
CL_1000305,fibroblast of connective tissue of glandular part of prostate,A fibroblast that is part of the connective tissue of glandular part of prostate.,FMA:261283,BFO:0000050 some UBERON:0002367|CL:0000057
