id,name,description,xrefs
0009101,fibroblastic reticular cell,A reticular cell involved in directing B cells and T cells to specific regions within a tissue.,
0009102,lymph node fibroblastic reticular cell,"A specialized, fibroblastic reticular cell of mesenchymal origin found in lymph nodes. In human, it expresses several markers common to myofibroblasts (desmin, vimentin, CD73, CD90, α-smooth muscle actin (αSMA)), and can be differentiated from endothelial cells by its lack of CD31 expression. These cells are critical for the overall organization and function of the lymph node. Lymph node fibroblastic reticular cells (FRCs) can be further classified based on their location, function, and unique marker expression.",
0009103,lymph node marginal reticular cell,A fibroblastic reticular cell found in the lymph node subcapsular sinus.,
0009104,B cell zone reticular cell,A fibroblastic reticular cell found in the lymph node germinal center dark zone (B cell zone).,
0009105,T cell zone reticular cell,A fibroblastic reticular cell found in the lymph node T cell domain.,
0009106,medullary reticular cell,A specialized fibroblast found in the medulla of lymph node.,
0009107,lymphatic endothelial cell of subcapsular sinus ceiling,"A lymphatic endothelial cell located in the subcapsular sinus ceiling of a lymph node. In human, it's characterized by a unique marker expression (NT5e+ and Caveolin-1+).",
0009108,lymphatic endothelial cell of subcapsular sinus floor,"A lymphatic endothelial cell located in the subcapsular sinus floor of a lymph node. In human, it's characterized by a unique marker expression (TNFRSF9+).",
0009109,lymphatic endothelial cell of trabecula,A lymphatic endothelial cell located in a lymph node trabecula.,
0009110,lymphatic endothelial cell of medulla ceiling,A lymphatic endothelial cell located in the ceiling part of a lymph node medulla.,
0009111,centrocyte,A germinal center B cell found in a lymph node germinal center light zone.,
0009112,centroblast,A germinal center B cell found in a lymph node germinal center dark zone.,
0009113,T follicular regulatory cell,"A regulatory T cell present in the B cell follicles and germinal centers of lymphoid tissues. In humans, it is CXCR5+.",
0009115,lymph node lymphatic vessel endothelial cell,An endothelial cell located in a lymph node lymphatic vessel.,
0009116,progenitor cell of mammary luminal epithelium,"A progenitor cell with the potential to differentiate into luminal epithelial cells of mammary glands. In mouse, CD61 and c-kit were found to be coexpressed by the majority of, but not all, committed luminal progenitor cells.",
0010000,keratinized cell of hair follicle,A hair follicle matrix region cell which synthesizes keratin and undergoes a characteristic change as it moves upward from the hair bulb to become the hair medulla cortex and hair root sheath.,
0010001,stromal cell of bone marrow,A stromal cell that is part_of a bone marrow.,
0010002,epithelial cell of umbilical artery,An epithelial cell that is part_of a umbilical artery.,
0010003,epithelial cell of alveolus of lung,An epithelial cell that is part_of a alveolus of lung.,MESH:D056809
0010004,mononuclear cell of bone marrow,A mononuclear cell that is part_of a bone marrow.,
0010005,atrioventricular bundle cell,A specialized cardiomyocyte that transmit signals from the AV node to the cardiac Purkinje fibers.,
0010011,cerebral cortex GABAergic interneuron,A GABAergic interneuron whose soma is located in the cerebral cortex.,
0010012,cerebral cortex neuron,A CNS neuron of the cerebral cortex.,BTO:0004102|FMA:84104
0010015,coronet cell,"A highly specialized cell type exclusive to and forming neuroepithelium of the Saccus vasculosus, covering the caudal diverticulum of the infundibular recess.",
0010016,collar cell,"A cell with a flagellum surrounded by a collar of microvilli. The motion of the flagellum draws water past the microvilli, serving either a feeding or sensory function. Collar cells are found in multiple animals, including sponges, echinoderms, and cnidarians. They are also found outside animals in the choanoflagellates. Although collar cells are superficially similar, their cytoskeletal structure and functional biology are different in different groups of organisms.",
0010017,zygote,A zygote in a plant or an animal.,MESH:D015053
0010022,cardiac neuron,A neuron that has its soma in the heart.,
0011000,dorsal horn interneuron,A CNS interneuron located in the dorsal horn of the spinal cord.,
0011001,spinal cord motor neuron,A motor neuron that passes from the spinal cord toward or to a muscle and conducts an impulse that causes movement.,
0011002,lateral motor column neuron,A motor neuron that is generated only on limb levels and send axons into the limb mesenchyme.,
0011003,magnocellular neurosecretory cell,"A neurosecretory neuron residing mainly in the hypothalamic supraoptic and paraventricular nuclei and in a number of smaller accessory cell groups between these two nuclei, that is capable of secreting the hormones oxytocin or vasopressin, and sometimes both, into the systemic circulation.",ILX:0107463
0011004,lens fiber cell,"A vetebrate lens cell that is any of the elongated, tightly packed cells that make up the bulk of the mature lens in a camera-type eye.",
0011005,GABAergic interneuron,An interneuron that uses GABA as a vesicular neurotransmitter.  These interneurons are inhibitory,
0011006,Lugaro cell,An inhibitory GABAergic interneuron found in the cerebellar cortex.,
0011007,paraxial cell,A cell in the area of mesoderm in the neurulating embryo that flanks and forms simultaneously with the neural tube. The cells of this region give rise to somites.,
0011008,embryonic hemocyte,"A hemocyte derived from head mesoderm, which enters the hemolymph as acirculating cell.",
0011009,embryonic plasmatocyte,A plasmatocyte derived from head mesoderm.,
0011010,lateral mesodermal cell,A cell derived from the mesoderm that is found at the periphery of the embryo.,
0011011,intermediate mesodermal cell,A cell derived from the mesoderm that is located between the paraxial mesoderm and the lateral plate.,
0011012,neural crest cell,"A cell of the neural crest. Neural crest cells are multipotent. Premigratory neural crest cells are found at the neural plate boarder, some of which will undergo ectomesynchymal transition and delamination to form migratory neural crest cells.",
0011013,motile sperm cell,A sperm cell that is cabaple of motion (motility).,
0011014,non-motile sperm cell,A sperm cell that is not cabaple of motion (motility).,
0011015,amoeboid sperm cell,"A motile sperm cell that contain no F-actin, and their motility is powered by a dynamic filament system.",
0011016,flagellated sperm cell,A motile sperm cell that contains a slender threadlike microscopic appendage that enables motion.,
0011017,vagal neural crest cell,Cell that is part of the vagal neural crest population. The vagal neural crest arises from the axial level of somites 1-7 and has been described as a hybrid between the head and the trunk populations.,
0011018,lymphoid tissue–inducer cell,"A group 3 innate lymphoid cell that express ROR gamma t and IL-7R alpha in the absence of lineage markers (e.g. CD3, CD19, B220, CD11c, Gr-1), with the functional ability to interact with mesenchymal cells through lymphotoxin and tumor necrosis factor. Lymphoid tissue-inducer cells are key to the development of lymph nodes and Peyer’s patches.",
0011019,mesothelial cell of epicardium,A mesothelial cell that is part of the epicardium.,
0011020,neural progenitor cell,An undifferentiated cell that originates from a neural stem cell and has the capacity to generate multiple types of lineage-restricted progenitors but not to self-renew.,
0011021,fibroblast of upper back skin,A fibroblast that is part of upper back skin.,
0011022,fibroblast of skin of back,A fibroblast that is part of skin of back.,
0011023,CD25+ mast cell,A mast cell that is CD25+.,
0011024,double negative T regulatory cell,"A double negative thymocyte that is CD3-positive, CD4-negative, CD8-negative, that that are present in the periphery in very low numbers and predominantly produce INF-gamma, TNF-alpha, and a low amount of TGF-beta, but not IL-2, IL-4, IL-10 or IL-13 upon activation.",
0011026,progenitor cell,"A precursor cell that has a tendency to differentiate into a specific type of cell. They are descendants of stem cells, only they are more constrained in their differentiation potential or capacity for self-renewal, and are often more limited in both senses.",
0011027,skeletal muscle fibroblast,Any fibroblast that is part of skeletal muscle tissue.,
0011029,cnidocyte,"An explosive cell containing one giant secretory organelle called a cnidocyst (also known as a cnida (plural cnidae) or nematocyst) that contains a toxin responsible for the stings delivered by a cnidarian to other organisms. Cnidae are used to capture prey and as a defense against predators. The presence of cnidocytes defines the phylum Cnidaria (corals, sea anemones, hydrae, jellyfish, etc.).",
0011030,dermal microvascular endothelial cell,Any microvascular endothelial cell that is part of the dermis.,
0011031,monocyte-derived dendritic cell,A dendritic cell that develops from a monocyte.,
0011032,lysosome-rich enterocyte,An enterocyte that possesses a large supranuclear vacuolar system that preferentially internalizes dietary protein via receptor-mediated and fluid-phase endocytosis for intracellular digestion and trans-cellular transport. In zebrafish these cells are located in the posterior region of the mid intestine throughout life. In mammals they are found in the ileum pre-weaning and later are replaced by mature enterocytes.,
0011100,galanergic neuron,Neuron that secretes the neurotransmitter galanin.,
0011101,chorionic trophoblast cell,Cells of the uterine chorion that acquire specialized structural and/or functional features that characterize chorionic trophoblasts. These cells will migrate towards the spongiotrophoblast layer and give rise to syncytiotrophoblasts of the labyrinthine layer.,
0011102,parasympathetic neuron,Parasympathetic neurons are part of the parasympathetic nervous sysem and the cell bodies lie in the brain and sacral region of the spinal cord. The neurons are mainly cholinergic.,
0011103,sympathetic neuron,Sympathetic neurons are part of the sympathetic nervous system and are primarily adrenergic producing the neurotransmitter noradrenalin along with other neuropeptides.,
0011108,colon epithelial cell,Epithelial cell that is part of the colon epithelium.,
0011109,hypocretin-secreting neuron,A neuron that releases hypocretin as a neurotransmitter.,
0011110,histaminergic neuron,Neuron that secretes histamine.,
0011111,gonadotropin releasing neuron,"Neuroendocrine cells that are born in the nasal placode during embryonic development and migrate through the nose and forebrain to the hypothalamus, where they regulate reproduction.",
0011113,spiral ganglion neuron,Neuron found in the spiral ganglion.,
0011114,segmented neutrophil of bone marrow,A segmented neutrophilic cell of the bone marrow reserve pool that expresses CD11b (integrin alpha-M) and high levels of CD16 (low affinity immunoglobulin gamma Fc region receptor III) on its cell surface.,
0011115,precursor cell,"A cell that, by division or terminal differentiation, can give rise to other cell types.",
0012000,astrocyte of the forebrain,An astrocyte of the forebrain.,
0012001,neuron of the forebrain,A CNS neuron of the forebrain.,
0015000,cranial motor neuron,"Motor neuron that innervate muscles that control eye, jaw, and facial movements of the vertebrate head and parasympathetic neurons that innervate certain glands and organs.",PMID:14699587
0017000,pulmonary ionocyte,An ionocyte that is part of the lung epithelium. The cells from this type are major sources of the CFTR protein in human and mice.,
0017001,splanchnic mesodermal cell,A mesodermal cell that is part of the splanchnic layer of lateral plate mesoderm.,
0017002,prostate neuroendocrine cell,A neuroendocrine cell that is part of the prostate epithelium.,
0017003,epithelial cell of prostatic urethra,An epithelial cell that is part of the prostatic urethra.,
0017500,neutrophillic cytoplasm,"Cytoplasm that exhibits a characteristic staining and color, pale-pink, with Wright-Giemsa stain.",
0017502,acidophilic cytoplasm,"Cytoplasm that exhibits a characteristic staining and color, red or pink, with Eosin stain.",
0017503,basophilic cytoplasm,Cytoplasm that exhibits molecular interaction for basic dyes under specific pH conditions.,
0017504,polychromatophilic cytoplasm,Cytoplasm that exhibits affinity for both basic and acid stains under specific pH conditions.,
0017505,increased nucleus size,A nucleus size quality which is relatively high compared to the amount of cytoplasm present in the same cell.,
0017506,banded nucleus,"A concave nuclear shape where the nucleus is indented to more than half the distance to the farthest nuclear margin, but in no area is the chromatin condensed to a single filament.",
0017507,reniform nucleus,A concave nucleus shape where the indentation is smaller than half of the distance to the farthest nuclear margin.,
0017508,cartwheel heterochromatin,Heterochromatin that is arranged in a carthwheel pattern.,
0019001,tracheobronchial serous cell,Any serous secreting cell that is part of the tracheobronchial epithelium.,
0019002,tracheobronchial chondrocyte,Any chondrocyte that is part of the tracheobronchial tree.,
0019003,tracheobronchial goblet cell,Any goblet cell that is part of the tracheobronchial epithelium.,
0019015,lung parenchyma resident eosinophil,"An eosinophil with a ring-shaped nucleus that is resident in the lung parenchyma. In mouse, lung parenchyma resident eosinophils are IL-5-independent Siglec-F(intermediate) CD62L+ CD101(low). In human, they are Siglec-8+ CD62L+ IL-3R(low).",
0019017,lymphatic vessel smooth muscle cell,A smooth muscle cell that is part of any lymphatic vessel.,
0019018,blood vessel smooth muscle cell,A smooth muscle cell that is part of any blood vessel.,
0019019,tracheobronchial smooth muscle cell,A smooth muscle cell that is part of the tracheobronchial tree.,
0019020,extrahepatic cholangiocyte,"An epithelial cell of the extrahepatic bile ducts, including the left and right hepatic duct, common hepatic duct, and common bile duct. They are columnar in shape, and have a large nuclear-to-cytoplasmic ratio relative to small/intrahepatic cholangiocytes.",
0019021,endothelial cell of periportal hepatic sinusoid,"An endothelial cell found in the periportal region hepatic sinusoid, near the portal triad. The fenestrae of these cells are larger but fewer in number compared with those of endothelial cells near the centrilobular region of the hepatic sinusoid.",EFO:0010705
0019022,endothelial cell of pericentral hepatic sinusoid,"An endothelial cell found in the centrilobular region hepatic sinusoid, near the central vein. The fenestrae of these cells are smaller but more numerous compared with those of endothelial cells near the periportal region of the hepatic sinusoid.",EFO:0010706
0019026,periportal region hepatocyte,Any hepatocyte that is part of the liver lobule periportal region. These cells are primarily involved in oxidative energy metabolism.,
0019028,midzonal region hepatocyte,Any hepatocyte that is part of the liver lobule midzonal region. These cells have mixed functionality in comparison with those in the other two regions of the liver lobule.,
0019029,centrilobular region hepatocyte,Any hepatocyte that is part of the liver lobule centrilobular region. These cells are the primary location for the biotransformation of drugs.,
0019031,intestine goblet cell,"Goblet cells reside throughout the length of the small and large intestine and are responsible for the production and maintenance of the protective mucus blanket by synthesizing and secreting high-molecular-weight glycoproteins known as mucins. Human intestinal goblet cells secrete the MUC2 mucin, as well as a number of typical mucus components: CLCA1, FCGBP, AGR2, ZG16, and TFF3.",
0019032,intestinal tuft cell,Any brush cell that is part of the intestinal epithelium.,
1000155,Malpighian tubule stellate cell,A specialized epithelial secretory cell that moves chloride ions and water across the tubule epithelium.,FBbt:00005797
1000191,pillar cell,"A rod-like cell in the inner ear, having their heads joined and their bases on the basilar membrane widely separated so as to form a spiral tunnel known as the tunnel of Corti.",FMA:75722
1000275,smooth muscle cell of small intestine,A smooth muscle cell that is part of the small intestine.,FMA:15050
1000276,smooth muscle fiber of duodenum,A smooth muscle cell that is part of the duodenum.,FMA:15058
1000277,smooth muscle fiber of jejunum,A smooth muscle cell that is part of the jejunum.,FMA:15062
1000278,smooth muscle fiber of ileum,A smooth muscle cell that is part of the ileum.,FMA:15066
1000279,smooth muscle cell of large intestine,A smooth muscle cell that is part of the large intestine.,FMA:15653
1000280,smooth muscle cell of colon,A smooth muscle cell that is part of the colon.,FMA:15663
1000281,smooth muscle cell of cecum,A smooth muscle cell that is part of the cecum.,FMA:15681
1000282,smooth muscle fiber of ascending colon,A smooth muscle cell that is part of the ascending colon.,FMA:17518
1000283,smooth muscle fiber of transverse colon,A smooth muscle cell that is part of the transverse colon.,FMA:17519
1000284,smooth muscle fiber of descending colon,A smooth muscle cell that is part of the descending colon.,FMA:17520
1000285,smooth muscle cell of sigmoid colon,A smooth muscle cell that is part of the sigmoid colon.,FMA:17521
1000286,smooth muscle cell of rectum,A smooth muscle cell that is part of the rectum.,FMA:17522
1000287,myocyte of anterior internodal tract,A muscle cell that is part of the anterior internodal tract.,FMA:223276
1000288,myocyte of atrial branch of anterior internodal tract,A muscle cell that is part of the atrial branch of anterior internodal tract.,FMA:223277
1000289,myocyte of atrial septal branch of anterior internodal tract,A muscle cell that is part of the atrial septal branch of anterior internodal tract.,FMA:223278
1000290,myocyte of middle internodal tract,A muscle cell that is part of the middle internodal tract.,FMA:223279
1000291,myocyte of posterior internodal tract,A muscle cell that is part of the posterior internodal tract.,FMA:223280
1000296,epithelial cell of urethra,An epithelial cell that is part of the urethra.,FMA:256165
1000298,mesothelial cell of dura mater,A mesothelial cell that is part of the dura mater.,FMA:256516
1000299,fibroblast of connective tissue of prostate,A fibroblast that is part of the connective tissue of prostate.,FMA:261271
1000300,fibroblast of outer membrane of prostatic capsule,A fibroblast that is part of the outer membrane of prostatic capsule.,FMA:261273
1000301,fibroblast of subepithelial connective tissue of prostatic gland,A fibroblast that is part of the subepithelial connective tissue of prostatic gland.,FMA:261275
1000302,fibroblast of papillary layer of dermis,A fibroblast that is part of the papillary layer of dermis.,FMA:261277
1000303,fibroblast of areolar connective tissue,A fibroblast that is part of the areolar connective tissue.,FMA:261279
1000304,fibroblast of connective tissue of nonglandular part of prostate,A fibroblast that is part of the connective tissue of nonglandular part of prostate.,FMA:261281
1000305,fibroblast of connective tissue of glandular part of prostate,A fibroblast that is part of the connective tissue of glandular part of prostate.,FMA:261283
1000306,fibroblast of tunica adventitia of artery,A fibroblast that is part of the tunica adventitia of artery.,FMA:261285
1000307,fibroblast of dense regular elastic tissue,A fibroblast that is part of the dense regular elastic tissue.,FMA:261287
1000308,fibrocyte of adventitia of ureter,A fibrocyte that is part of the adventitia of ureter.,FMA:261289
1000309,epicardial adipocyte,A fat cell that is part of the epicardial fat.,FMA:261293
1000310,adipocyte of epicardial fat of right ventricle,A fat cell that is part of the epicardial fat of right ventricle.,FMA:261297
1000311,adipocyte of epicardial fat of left ventricle,A fat cell that is part of the epicardial fat of left ventricle.,FMA:261300
1000312,bronchial goblet cell,A goblet cell that is part of the epithelium of bronchus.,FMA:263032
1000313,gastric goblet cell,A goblet cell that is part of the epithelium of stomach.,FMA:263035
1000314,gastric cardiac gland goblet cell,A goblet cell that is part of the epithelium of gastric cardiac gland.,FMA:263038
1000315,principal gastric gland goblet cell,A goblet cell that is part of the epithelium of principal gastric gland.,FMA:263040
1000317,intestinal villus goblet cell,A goblet cell that is part of the epithelium of intestinal villus.,FMA:263046
1000320,large intestine goblet cell,A goblet cell that is part of the epithelium of large intestine.,FMA:263054
1000321,large intestine crypt goblet cell,A goblet cell that is part of the epithelium of crypt of Lieberkuhn of large intestine.,FMA:263056
1000322,pancreatic goblet cell,A goblet cell that is part of the epithelium of pancreatic duct.,FMA:263058
1000323,pyloric gastric gland goblet cell,A goblet cell that is part of the epithelium of pyloric gland.,FMA:263061
1000324,duodenal goblet cell,A goblet cell that is part of the epithelium proper of duodenum.,FMA:263063
1000325,jejunal goblet cell,A goblet cell that is part of the epithelium proper of jejunum.,FMA:263065
1000326,ileal goblet cell,A goblet cell that is part of the epithelium proper of ileum.,FMA:263067
1000327,appendix goblet cell,A goblet cell that is part of the epithelium proper of appendix.,FMA:263069
1000329,tracheal goblet cell,A goblet cell that is part of the epithelium of trachea.,FMA:263075
1000330,serous cell of epithelium of trachea,A serous secreting cell that is part of the epithelium of trachea.,FMA:263078
1000331,serous cell of epithelium of bronchus,A serous secreting cell that is part of the epithelium of bronchus.,FMA:263080
1000332,serous cell of epithelium of terminal bronchiole,A serous secreting cell that is part of the epithelium of terminal bronchiole.,FMA:263082
1000333,serous cell of epithelium of lobular bronchiole,A serous secreting cell that is part of the epithelium of bronchiole.,FMA:263084
1000334,enterocyte of epithelium of small intestine,An enterocyte that is part of the epithelium of small intestine.,FMA:263086
1000335,enterocyte of epithelium of intestinal villus,An enterocyte that is part of the epithelium of intestinal villus.,FMA:263088
1000337,enterocyte of epithelium of duodenal gland,An enterocyte that is part of the epithelium of duodenal gland.,FMA:263092
1000338,enterocyte of epithelium of crypt of Lieberkuhn of small intestine,An enterocyte that is part of the epithelium of crypt of Lieberkuhn of small intestine.,FMA:263094
1000339,enterocyte of epithelium proper of small intestine,An enterocyte that is part of the epithelium proper of small intestine.,FMA:263096
1000340,enterocyte of epithelium proper of duodenum,An enterocyte that is part of the epithelium proper of duodenum.,FMA:263098
1000341,enterocyte of epithelium proper of jejunum,An enterocyte that is part of the epithelium proper of jejunum.,FMA:263100
1000342,enterocyte of epithelium proper of ileum,An enterocyte that is part of the epithelium proper of ileum.,FMA:263102
1000343,paneth cell of epithelium of small intestine,A paneth cell that is part of the epithelium of small intestine.,FMA:263104
1000344,paneth cell of epithelium proper of small intestine,A Paneth cell that is part of the epithelium proper of small intestine.,FMA:263106
1000345,paneth cell of epithelium of crypt of Lieberkuhn of small intestine,A paneth cell that is part of the epithelium of crypt of Lieberkuhn of small intestine.,FMA:263108
1000346,enterocyte of epithelium proper of large intestine,An enterocyte that is part of the epithelium proper of large intestine.,FMA:263090|FMA:263112
1000347,enterocyte of colon,A columnar cell of the colon that is part of the colonic epithelium.,FMA:263114
1000348,basal cell of epithelium of trachea,A basal cell that is part of the epithelium of trachea.,FMA:263118
1000349,basal cell of epithelium of bronchus,A basal cell found in the bronchus epithelium.,FMA:263120
1000350,basal cell of epithelium of terminal bronchiole,A basal cell that is part of the epithelium of terminal bronchiole.,FMA:263122
1000351,basal cell of epithelium of respiratory bronchiole,A basal cell that is part of the epithelium of respiratory bronchiole.,FMA:263124
1000352,basal cell of epithelium of lobular bronchiole,A basal cell that is part of the epithelium of bronchiole.,FMA:263126
1000353,microfold cell of epithelium of small intestine,A M cell that is part of the epithelium of small intestine.,FMA:263128
1000354,microfold cell of epithelium of intestinal villus,A M cell that is part of the epithelium of intestinal villus.,FMA:263130
1000355,microfold cell of epithelium proper of small intestine,A M cell that is part of the epithelium proper of small intestine.,FMA:263132
1000356,microfold cell of epithelium proper of duodenum,A M cell that is part of the epithelium proper of duodenum.,FMA:263134
1000357,microfold cell of epithelium proper of jejunum,A M cell that is part of the epithelium proper of jejunum.,FMA:263136
1000358,microfold cell of epithelium proper of ileum,A M cell that is part of the epithelium proper of ileum.,FMA:263138
1000359,microfold cell of epithelium proper of appendix,A M cell that is part of the epithelium proper of appendix.,FMA:263140
1000360,microfold cell of epithelium proper of large intestine,A M cell that is part of the epithelium proper of large intestine.,FMA:263142
1000361,transitional myocyte of interatrial septum,A transitional myocyte that is part of the interatrial septum.,FMA:263152
1000362,transitional myocyte of interventricular septum,A transitional myocyte that is part of the interventricular septum.,FMA:263154
1000363,transitional myocyte of atrial branch of anterior internodal tract,A transitional myocyte that is part of the atrial branch of anterior internodal tract.,FMA:263156
1000364,transitional myocyte of anterior internodal tract,A transitional myocyte that is part of the anterior internodal tract.,FMA:263158
1000365,transitional myocyte of atrial septal branch of anterior internodal tract,A transitional myocyte that is part of the atrial septal branch of anterior internodal tract.,FMA:263160
1000366,transitional myocyte of middle internodal tract,A transitional myocyte that is part of the middle internodal tract.,FMA:263162
1000367,transitional myocyte of posterior internodal tract,A transitional myocyte that is part of the posterior internodal tract.,FMA:263164
1000368,transitional myocyte of anterior division of left branch of atrioventricular bundle,A transitional myocyte that is part of the anterior division of left branch of atrioventricular bundle.,FMA:263166
1000369,transitional myocyte of septal division of left branch of atrioventricular bundle,A transitional myocyte that is part of the septal division of left branch of atrioventricular bundle.,FMA:263168
1000370,transitional myocyte of left branch of atrioventricular bundle,A transitional myocyte that is part of the left branch of atrioventricular bundle.,FMA:263170
1000371,transitional myocyte of right branch of atrioventricular bundle,A transitional myocyte that is part of the right branch of atrioventricular bundle.,FMA:263172
1000372,transitional myocyte of atrial part of atrioventricular bundle,A transitional myocyte that is part of the atrial part of atrioventricular bundle.,FMA:263174
1000373,transitional myocyte of ventricular part of atrioventricular bundle,A transitional myocyte that is part of the ventricular part of atrioventricular bundle.,FMA:263176
1000374,transitional myocyte of posterior division of left branch of atrioventricular bundle,A transitional myocyte that is part of the posterior division of left branch of atrioventricular bundle.,FMA:263178
1000375,myocardial endocrine cell of septal division of left branch of atrioventricular bundle,A myocardial endocrine cell that is part of the septal division of left branch of atrioventricular bundle.,FMA:263180
1000376,Purkinje myocyte of interventricular septum,A Purkinje myocyte that is part of the interventricular septum.,FMA:263182
1000377,dense-core granulated cell of epithelium of trachea,A Feyrter cell that is part of the epithelium of trachea.,FMA:263184
1000378,type 1 vestibular sensory cell of stato-acoustic epithelium,A type I vestibular sensory cell that is part of the stato-acoustic epithelium.,FMA:263186
1000379,type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,A type I vestibular sensory cell that is part of the epithelium of macula of utricle of membranous labyrinth.,FMA:263188
1000380,type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,A type I vestibular sensory cell that is part of the epithelium of macula of saccule of membranous labyrinth.,FMA:263190
1000381,type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,A type I vestibular sensory cell that is part of the epithelium of crista of ampulla of semicircular duct of membranous labyrinth.,FMA:263192
1000382,type 2 vestibular sensory cell of stato-acoustic epithelium,A type II vestibular sensory cell that is part of the stato-acoustic epithelium.,FMA:263194
1000383,type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth,A type II vestibular sensory cell that is part of the epithelium of macula of utricle of membranous labyrinth.,FMA:263196
1000384,type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth,A type II vestibular sensory cell that is part of the epithelium of macula of saccule of membranous labyrinth.,FMA:263198
1000385,type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth,A type II vestibular sensory cell that is part of the epithelium of crista of ampulla of semicircular duct of membranous labyrinth.,FMA:263200
1000391,melanocyte of eyelid,A melanocyte that is part of the eyelid.,FMA:59175
1000394,myoepithelial cell of intralobular lactiferous duct,A myoepithelial cell that is part of the intralobular part of terminal lactiferous duct.,FMA:62158
1000397,endothelial cell of venous sinus of red pulp of spleen,An endothelial cell that is part of the venous sinus of red pulp of spleen.,FMA:62817
1000398,endothelial cell of hepatic sinusoid,"An endothelial cell that is part of the hepatic sinusoid. These cells possess flattened areas containing perforations about 0.1 micrometers in diameter, known as fenestrae. The fenestrae are arranged in groups known as sieve plates.",BTO:000125|FMA:62911
1000405,epithelial cell of appendix,An epithelial cell that is part of the appendix.,FMA:63602
1000409,myocyte of sinoatrial node,A muscle cell that is part of the sinoatrial node.,FMA:67102
1000410,myocyte of atrioventricular node,A muscle cell that is part of the atrioventricular node.,FMA:67106
1000411,endothelial cell of Peyer's patch,An endothelial cell that is part of the small intestine Peyer's patch.,FMA:67757
1000412,endothelial cell of arteriole,An endothelial cell that is part of the arteriole.,FMA:67760|KUPO:0001097
1000413,endothelial cell of artery,A blood vessel endothelial cell that is part of an arterial endothelium.,BTO:0004758|FMA:67761|KUPO:0001095
1000414,endothelial cell of venule,An endothelial cell that is part of the venule.,FMA:67762
1000415,epithelial cell of gallbladder,An epithelial cell that is part of the gallbladder.,FMA:67780
1000417,myoepithelial cell of sweat gland,A myoepithelial cell that is part of the sweat gland.,FMA:67801
1000418,myoepithelial cell of lactiferous alveolus,A myoepithelial cell that is part of the mammary gland alveolus.,FMA:67802
1000419,myoepithelial cell of lactiferous duct,A myoepithelial cell that is part of the lactiferous duct.,FMA:67803
1000420,myoepithelial cell of terminal lactiferous duct,A myoepithelial cell that is part of the terminal lactiferous duct.,FMA:67804
1000424,chromaffin cell of paraaortic body,A chromaffin cell that is part of the paraaortic body.,FMA:69328
1000425,chromaffin cell of paraganglion,A chromaffin cell that is part of the paraganglion.,FMA:69335
1000426,chromaffin cell of adrenal gland,A chromaffin cell that is part of the adrenal gland.,FMA:69794
1000427,adrenal cortex chromaffin cell,A chromaffin cell that is part of the adrenal cortex.,FMA:69795
1000428,stem cell of epidermis,A somatic stem cell that is part of the epidermis.,FMA:70541
1000432,conjunctival epithelial cell,An epithelial cell that is part of the conjunctiva.,FMA:70552
1000433,epithelial cell of lacrimal canaliculus,An epithelial cell that is part of the lacrimal canaliculus.,FMA:70553
1000434,epithelial cell of external acoustic meatus,An epithelial cell that is part of the external acoustic meatus.,FMA:70555
1000435,epithelial cell of lacrimal duct,An epithelial cell that is part of the lacrimal duct.,FMA:70559
1000436,epithelial cell of lacrimal sac,An epithelial cell that is part of the lacrimal sac.,FMA:70560
1000437,epithelial cell of nasolacrimal duct,An epithelial cell that is part of the nasolacrimal duct.,FMA:70561
1000438,epithelial cell of wall of inferior part of anal canal,An epithelial cell that is part of the wall of inferior part of anal canal.,FMA:70562
1000441,epithelial cell of viscerocranial mucosa,An epithelial cell that is part of the viscerocranial mucosa.,FMA:70583
1000442,urothelial cell of trigone of urinary bladder,An urothelial cell that is part of the trigone of urinary bladder.,FMA:70598
1000443,ciliary muscle cell,A smooth muscle cell that is part of the ciliary body.,FMA:70610
1000444,mesothelial cell of anterior chamber of eye,A mesothelial cell that is part of the anterior chamber of eyeball.,FMA:70615
1000445,myoepithelial cell of dilator pupillae,A myoepithelial cell that is part of the dilatator pupillae.,FMA:70619
1000447,epithelial cell of stratum germinativum of esophagus,A basal cell that is part of the epithelium of esophagus.,FMA:70731
1000448,epithelial cell of sweat gland,An epithelial cell that is part of the sweat gland.,FMA:70952
1000449,epithelial cell of nephron,An epithelial cell that is part of the nephron.,FMA:70965
1000450,epithelial cell of glomerular capsule,An epithelial cell that is part of the glomerular capsule.,FMA:70966|KUPO:0001034
1000452,parietal epithelial cell,An epithelial cell that is part of the glomerular parietal epithelium.,FMA:70968|KUPO:0001035
1000453,epithelial cell of intermediate tubule,An epithelial cell that is part of the intermediate tubule.,FMA:70980
1000454,kidney collecting duct epithelial cell,An epithelial cell that is part of the collecting duct of renal tubule.,FMA:70982|KUPO:0001059
1000456,mesothelial cell of parietal peritoneum,A mesothelial cell that is part of the parietal peritoneum.,FMA:72142
