id,name,description,xrefs
CL_0005021,mesenchymal lymphangioblast,Mesenchymal derived lymphatic progenitor cells that give rise to the superficial lymphatics.,
CL_0005022,vascular lymphangioblast,"Lymphatic progenitor cells, derived from the veins, that give rise to lymphatic endothelial cells.",
CL_0005023,branchiomotor neuron,Cranial motor neuron which innervates muscles derived from the branchial (pharyngeal) arches.,PMID:14699587
CL_0007000,preameloblast,"Skeletogenic cell that has the potential to develop into an ameloblast. Located in the inner enamel epithelium, these cells elongate, their nuclei shift distally (away from the dental papilla), and their cytoplasm becomes filled with organelles needed for synthesis and secretion of enamel proteins.",
CL_0007001,skeletogenic cell,"Cell that has the potential to form a skeletal cell type (e.g. cells in periosteum, cells in marrow) and produce extracellular matrix (often mineralized) and skeletal tissue (often mineralized).",
CL_0007002,precementoblast,Skeletogenic cell that has the potential to develop into a cementoblast.,
CL_0007004,premigratory neural crest cell,"Cell that is part of the neural crest region of the neuroepithelium, prior to migration. Note that not all premigratory neural crest cells may become migratory neural crest cells.",
CL_0007007,notochordal sheath cell,Notochordal cell that is part of the outer epithelium of the notochord and surrounds the vacuolated notochord cells.,
CL_0007008,notochordal vacuole cell,Notochordal cell that is inner portion of the notochord and becomes vacuolated as development proceeds.,
CL_0007009,prechondroblast,"Skeletogenic cell that has the potential to develop into a chondroblast; and arises from neural crest, meseosdermal and notochordal and connective tissue cells.",
CL_0007012,non-terminally differentiated odontoblast,"Odontoblast that non-terminally differentiated, located in the odontogenic papilla and dentine tissue, and transforms from a odontoblast cell.",
CL_0007013,terminally differentiated odontoblast,Odontoblast that is terminally differentiated and derived from an odontogenic papilla and associated with dentine.,
CL_0007016,adaxial cell,Muscle precursor cell that is adjacent to the notochord and part of the presomitic mesoderm.,
CL_0007017,Stiftchenzellen,An epidermal cell with apical microvilli or a single apical projection have synaptic associations with nerve fibres in the epidermis.,
CL_0007020,bottle cell,Characteristic early embryonic cell with a bottle or flask shape that is first to migrate inwards at the blastopore during gastrulation in amphibians.,
CL_0007021,alarm substance cell,"Secretory cell that produces a chemical mixture that triggers antipredator behavior. The substance is released only upon disruption of the epidermis. [Behavior of teleost fishes, second edition, edited by Pitcher, 1992]",
CL_0007023,flask cell,"Epidermal cell rich in mitochondria. In amphibians, appears during metamorphosis.",
CL_0008001,hematopoietic precursor cell,Any hematopoietic cell that is a precursor of some other hematopoietic cell type.,
CL_0008003,somatic muscle myotube,A myotube that is part of some somatic muscle.  Examples include arthropod somatic muscle cells.,
CL_0008004,somatic muscle cell,A muscle cell that is part of some somatic muscle.,FBbt:00005073
CL_0008005,obliquely striated somatic muscle cell,A somatic muscle cell that is oblquely striated.  Examples include the somatic muscles of nematodes.,
CL_0008006,muscle founder cell,"A myoblast that detemines the properties (size, shape and attachment to the epidermis) of a `somatic muscle myotube` (CL:0008003) .  It develops into a somatic muscle myotube via fusion with `fusion component myoblasts` (CL:0000621).",
CL_0008007,visceral muscle cell,A muscle cell that is part of some visceral muscle,FBbt:00005070
CL_0008008,striated visceral muscle cell,A visceral muscle cell that is striated.  Examples include the visceral muscle cells of arhtropods.,
CL_0008009,transversely striated visceral muscle cell,A visceral muscle that is transversely striated.  Examples include the visceral muscle cells of arthropods.,
CL_0008010,cranial somatomotor neuron,A cranial motor neuron whose soma is located in the midbrain andor hindbrain and which innervates the skeletal muscles of the eye or tongue.,
CL_0008016,activated skeletal muscle satellite cell,A skeletal muscle satellite cell that has become mitotically active - typically following muscle damage.,
CL_0008017,adult skeletal muscle myoblast,A skeletal muscle myoblast that is part of a skeletal mucle.  These cells are formed following acivation and division of skeletal muscle satellite cells. They form a transient population that is lost when they fuse to form skeletal muscle fibers.,
CL_0008018,somatic muscle myoblast,A myoblast that is commited to developing into a somatic muscle.,
CL_0008019,mesenchymal cell,"A non-polarised cell precursor cell that is part of some mesenchyme, is associated with the cell matrix but is not connected to other cells and is capable of migration.",
CL_0008020,skeletal muscle satellite myogenic cell,A skeletal muscle satellite cell that undergoes symmetric division to produce two adult skeleltal muscle myoblasts.,
CL_0008022,endocardial cushion cell,A mesenchymal cell of the endocardial cushion.   These cells develop via an epithelial to mesenchymal transition when endocardial cells break cell-to-cell contacts and migrate into the cardiac jelly. Cells from this population form the heart septa and valves.,
CL_0008024,pancreatic endocrine cell,An endocrine cell that is part of the pancreas.,
CL_0008026,open tracheal system tracheocyte,"An epithelial cell that is part of the epithelium of a tracheal tube in an open tracheal system, such as that found in insects.",
CL_0008027,rod bipolar cell (sensu Mus),A bipolar neuron found in the retina that is synapsed by rod photoreceptor cells.  These neurons have axons that arborize and synapse to targets in inner plexiform layers 4 and 5 and depolarize in response to light.,
CL_0009000,sensory neuron of spinal nerve,A sensory neuron of the spinal nerve that senses body position and sends information about how much the muscle is stretched to the spinal cord.,
CL_0009001,compound eye retinal cell,"Any cell in the compound eye, a light sensing organ composed of ommatidia.",GOC:pr|PMID:12021768
CL_0009002,inflammatory cell,"Any cell participating in the inflammatory response to a foreign substance, e.g. neutrophil, macrophage.",GOC:pr|http://en.wikipedia.org/wiki/Inflammatory_response
CL_0009003,larval midgut cell,Any cell in the midgut (middle subdivision of a digestive tract) of an insect larva.,GOC:pr|http://en.wikipedia.org/wiki/Insect#Midgut
CL_0009004,retinal cell,"Any cell in the retina, the innermost layer or coating at the back of the eyeball, which is sensitive to light and in which the optic nerve terminates.",PMID:10702418
CL_0009005,salivary gland cell,Any cell in a salivary gland.,GOC:pr|http://en.wikipedia.org/wiki/Salivary_gland
CL_0009007,gastrointestinal tract (lamina propria) macrophage of small intestine,A macrophage which is resident in the lamina propria of the small intestine.,
CL_0009008,gastrointestinal tract (lamina propria) macrophage of large intestine,A macrophage which is resident in the lamina propria of the large intestine.,
CL_0009009,paneth cell of colon,A paneth cell that is located in the epithelium of the colon.,
CL_0009011,transit amplifying cell of colon,"A rapidly proliferating population of cells that differentiate from stem cells of the intestinal crypt of the colon. Stem cells located in the crypts of Lieberkühn give rise to proliferating progenitor or transit amplifying cells that differentiate into the four major epithelial cell types. These include columnar absorptive cells or enterocytes, mucous secreting goblet cells, enteroendocrine cells and paneth cells.",
CL_0009013,fetal hepatobiliary progenitor cell,"A progenitor cell with hepatic and biliary lineage potential, identified in mouse and human, and anatomically restricted to the ductal plate of fetal liver.",
CL_0009014,Peyer's patch lymphocyte,"A lymphocyte that is part of a Peyer's patch. These cells have a major role in driving the immune response to antigens sampled from the intestinal lumen, and in regulating the formation of follicle-associated epithelium and M cells in Peyer's patches by converting intestitial enterocytes into M cells.",
CL_0009015,Peyer's patch follicular dendritic cell,A follicular dendritic cell located in the Peyer's patch. These cells from a meshwork in which Peyer's patch B cells reside.,
CL_0009016,intestinal crypt stem cell of large intestine,An intestinal stem cell that is located in the large intestine crypt of Liberkuhn. These stem cells reside at the bottom of crypts in the large intestine and are highly proliferative. They either differentiate into transit amplifying cells or self-renew to form new stem cells.,
CL_0009017,intestinal crypt stem cell of small intestine,An intestinal stem cell that is located in the small intestine crypt of Liberkuhn. These stem cells reside at the bottom of crypts in the small intestine and are highly proliferative. They either differentiate into transit amplifying cells or self-renew to form new stem cells.,
CL_0009019,nephrogenic zone cell,A kidney cortical cell that is part of the nephrogenic zone.,
CL_0009020,tuft cell of appendix,An intestinal tuft cell that is a part of a vermiform appendix.,
CL_0009021,stromal cell of lamina propria of large intestine,A stromal cell found in the lamina propria of the large intestine.,
CL_0009022,stromal cell of lamina propria of small intestine,A stromal cell found in the lamina propria of the small intestine.,
CL_0009024,mesothelial cell of small intestine,A mesothelial cell that is part of the small intestine.,
CL_0009025,mesothelial cell of colon,A mesothelial cell that is part of the colon.,
CL_0009026,enterocyte of appendix,An enterocyte that is a part of a vermiform appendix.,
CL_0009028,intestinal crypt stem cell of appendix,An intestinal crypt stem cell that is located in the vermiform appendix. These stem cells reside at the bottom of crypts in the appendix and are highly proliferative. They either differentiate into transit amplifying cells or self-renew to form new stem cells.,
CL_0009030,enteroendocrine cell of appendix,An intestinal enteroendocrine cell that is located in a vermiform appendix.,
CL_0009031,T cell of appendix,A T cell that is located in a vermiform appendix.,
CL_0009033,plasma cell of appendix,A plasma cell that is located in a vermiform appendix.,
CL_0009034,dendritic cell of appendix,A dendritic cell that is located in a vermiform appendix.,
CL_0009035,stromal cell of lamina propria of vermiform appendix,A stromal cell found in the lamina propria of the vermiform appendix.,
CL_0009036,appendix macrophage,A macrophage located in the vermiform appendix.,
CL_0009037,lymph node mantle zone B cell,A B lymphocyte that resides in the mantle zone of the lymph node germinal center. These are generally IgM and IgD positive activated B cells that form a 'corona' around the germinal center and are part of the establishment of a secondary lymphatic follicule.,
CL_0009038,colon macrophage,A macrophage that is located in the colon.,
CL_0009039,colon goblet cell,A goblet cell that is located in the colon.,
CL_0009040,stromal cell of lamina propria of colon,A stromal cell found in the lamina propria of the colon.,
CL_0009041,tuft cell of colon,A tuft cell that is a part of the colon.,
CL_0009042,enteroendocrine cell of colon,An enteroendocrine cell that is located in the colon.,
CL_0009043,intestinal crypt stem cell of colon,An intestinal crypt stem cell that is located in the colon.,
CL_0009044,lymphocyte of small intestine lamina propria,A lymphocyte that resides in the lamina propria of the small intestine. Lamina propria leukocytes and intraepithelial lymphocytes are the effector compartments of the gut mucosal immune system. Lymphocytes circulate through gut associated lymphoid tissues until recruitment by intestinal antigens. They are involved in the gut immune response.,
CL_0009045,B cell of medullary sinus of lymph node,A B cell found in the lymph node medullary sinus.,
CL_0009046,T cell of medullary sinus of lymph node,A T cell found in the lymph node medullary sinus.,
CL_0009047,macrophage of medullary sinus of lymph node,A macrophage found in the medullary sinus of the lymph node.,
CL_0009048,anorectum macrophage,A macrophage that is located in the anorectum.,
CL_0009049,smooth muscle cell of high endothelial venule of lymph node,A layer of smooth muscle cells that forms the outer layer of the high endothelial venule of lymph node and pumps to allow flow of lymph fluid carrying lymphocytes.,
CL_0009050,B cell of anorectum,A B cell that is located in the anorectum.,
CL_0009051,T cell of anorectum,A T cell that is located in the anorectum.,
CL_0009052,smooth muscle cell of anorectum,A smooth muscle cell that is located in the anorectum.,
CL_0009053,stromal cell of anorectum lamina propria,A stromal cell found in the lamina propria of the anorectum.,
CL_0009054,microfold cell of epithelium proper of anorectum,A microfold cell (M cell) that is part of the anorectum.,
CL_0009055,paneth cell of anorectum,A paneth cell that is located in the anorectum.,
CL_0009056,transit amplifying cell of anorectum,A transit amplifying cell that is located in the anorectum.,
CL_0009057,anorectum goblet cell,A goblet cell that is located in the anorectum.,
CL_0009058,enterocyte of anorectum,An enterocyte that is located in the anorectum.,
CL_0009059,plasma cell of medullary sinus of lymph node,A plasma cell that is located in the medullary sinus of the lymph node.,
CL_0009060,marginal zone B cell of lymph node,A mature B cell located in the marginal zone of the lymph node.,
CL_0009061,intestinal crypt stem cell of anorectum,An intestinal crypt stem cell that is located in the anorectum.,
CL_0009062,germinal center T cell,"A specialized type of CD4 positive T cell, the follicular helper T cell (TFH cell), that upregulates CXCR5 expression to enable its follicular localization. These specialised T cells reside in the germinal center of the lymph node.",
CL_0009063,enteroendocrine cell of anorectum,An enteroendocrine cell that is located in the anorectum.,
CL_0009064,lymph node paracortex T cell,"A T cell located in the lymph node paracortex, where macrophages and dendritic cells present antigenic peptides to these naïve T cells, stimulating them to become activated helper T cells or cytotoxic T lymphocytes.",
CL_0009065,tuft cell of anorectum,An intestinal tuft cell that is located in the anorectum.,
CL_0009066,stratified squamous epithelial cell of anal canal,A stratified squamous epithelial cell that is part of the anal canal.,
CL_0009068,CD8aa(I) thymocyte,An unconventional T lymphocyte population within the thymic medulla that is potentially a thymic resident population.,
CL_0009069,CD8aa(II) thymocyte,An unconventional T lymphocyte population within the thymic medulla that expresses both alpha/beta and gamma/delta T cell signatures.,
CL_0009070,corticomedullary thymic epithelial cell,A thymic epithelial cell located at the corticomedullary junction.,
CL_0009071,medullary thymic epithelial cell type 1,A thymic medullary epithelial cell considered to be a pre-AIRE mTEC population.,
CL_0009072,medullary thymic epithelial cell type 2,A thymic medullary epithelial cell that expresses AIRE or other canonical markers of mature mTECs like Fezf2.,
CL_0009073,medullary thymic epithelial cell type 3,A thymic medullary epithelial cell considered to be a post-AIRE cell. This group of AIRE-mTECs is heterogeneous and also includes mTECs within Hassall's Corpuscles.,
CL_0009074,medullary thymic epithelial cell type 4,A thymic medullary epithelial cell that expresses typical tuft cell markers instead of classical mTEC or cTEC markers. This population has a bulbous-like structure.,
CL_0009075,myo-medullary thymic epithelial cell,A thymic medullary epithelial cell that expresses muscle-specific biomarkers.,
CL_0009076,neuro-medullary thymic epithelial cell,A thymic medullary epithelial cell that expresses neuroendocrine biomarkers.,
CL_0009077,subcapsular thymic epithelial cell,A thymic epithelial cell located within the subcapsular region of the thymus.,
CL_0009078,thymic fibroblast type 1,A fibroblast located in the thymic capsule.,
CL_0009079,thymic fibroblast type 2,A fibroblast located between thymic lobules.,
CL_0009081,specified double negative thymocyte (Homo sapiens),"The human equivalent of a DN2 thymocyte; typically contains two phases, in the latter of which these thymocytes begin the process of beta selection.",
CL_0009082,committed double negative thymocyte (Homo sapiens),The human equivalent of a DN3 thymocyte; these thymocytes finish the process of beta selection.,
CL_0009083,rearranging double negative thymocyte (Homo sapiens),The human equivalent of a DN4 thymocyte.,
CL_0009084,epithelial cell of endometrial gland,An epithelial cell that is part of an endometrial gland.,EFO:0010710
CL_0009085,colony forming unit – Hill cell,An adult endothelial progenitor cell characterised in vivo by homing to ischemic sites and paracrine support of angiogenesis. They may form discrete colonies.,
CL_0009086,endothelial cell of respiratory system lymphatic vessel,An endothelial cell that is part of a respiratory system lymphatic vessel.,EFO:0010667
CL_0009087,fused extravillous trophoblast,An extravillous trophoblast that is polynuclear.,EFO:0010712
CL_0009088,circulating angiogenic cell,An adult endothelial progenitor cell characterised in vivo by homing to ischemic sites and paracrine support of angiogenesis. These cells do not form colonies.,
CL_0009091,Leydig stem cell,A stem cell found in the interstitial compartment of the neonatal testis; it is capable of self-renewal as well as differentiation into steroidogenic cells (adult Leydig cells). Intermediate stages of development include progenitor Leydig cells and immature Leydig cells.,
CL_0009092,endothelial cell of placenta,An endothelial cell that is part of a placenta.,EFO:0010708
CL_0009093,smooth muscle cell of placenta,A smooth muscle cell that is part of a placenta.,EFO:0010709
CL_0009096,esophagus non-keratinized squamous epithelial cell,"Any cell that is part of the esophageal non-keratinized stratified squamous epithelium. In humans, the esophagus, which requires flexibility to accommodate swallowing of a bolus, is covered with a non-keratinized epithelium.",
CL_0009097,embryonic skeletal muscle fiber,"A skeletal muscle fiber found in an embryo. In mammalian embryos, skeletal muscle expresses myosin heavy chain-embryonic (MyHC-emb, encoded by the MYH3 gene), which regulates skeletal muscle development.",
CL_0009098,fetal and neonatal skeletal muscle fiber,"A skeletal muscle fiber found at the fetal and neonatal stages. In mammalian fetuses and neonates, skeletal muscle expresses myosin heavy chain-neonatal (MyHC-neo, encoded by the MYH8 gene). This expression disappears shortly after birth and is replaced by expression of adult heavy chain myosins.",
CL_0009100,hepatic portal fibroblast,A fibroblast located in the portal triad. Hepatic portal fibroblast are a non-parenchymal cell population located adjacent to bile duct epithelia in liver and are distinct from stellate cells. They differentiate into fibrogenic myofibroblasts during chronic injury states producing high levels of collagen.,
CL_0009102,lymph node fibroblastic reticular cell,"A specialized, fibroblastic reticular cell of mesenchymal origin found in lymph nodes. In human, it expresses several markers common to myofibroblasts (desmin, vimentin, CD73, CD90, α-smooth muscle actin (αSMA)), and can be differentiated from endothelial cells by its lack of CD31 expression. These cells are critical for the overall organization and function of the lymph node. Lymph node fibroblastic reticular cells (FRCs) can be further classified based on their location, function, and unique marker expression.",
CL_0009103,lymph node marginal reticular cell,A fibroblastic reticular cell found in the lymph node subcapsular sinus.,
CL_0009104,B cell zone reticular cell,A fibroblastic reticular cell found in the lymph node germinal center dark zone (B cell zone).,
CL_0009105,T cell zone reticular cell,A fibroblastic reticular cell found in the lymph node T cell domain.,
CL_0009106,medullary reticular cell,A specialized fibroblast found in the medulla of lymph node.,
CL_0009107,lymphatic endothelial cell of subcapsular sinus ceiling,"A lymphatic endothelial cell located in the subcapsular sinus ceiling of a lymph node. In human, it's characterized by a unique marker expression (NT5e+ and Caveolin-1+).",
CL_0009108,lymphatic endothelial cell of subcapsular sinus floor,"A lymphatic endothelial cell located in the subcapsular sinus floor of a lymph node. In human, it's characterized by a unique marker expression (TNFRSF9+).",
CL_0009109,lymphatic endothelial cell of trabecula,A lymphatic endothelial cell located in a lymph node trabecula.,
CL_0009110,lymphatic endothelial cell of medulla ceiling,A lymphatic endothelial cell located in the ceiling part of a lymph node medulla.,
CL_0009115,lymph node lymphatic vessel endothelial cell,An endothelial cell located in a lymph node lymphatic vessel.,
CL_0009116,progenitor cell of mammary luminal epithelium,"A progenitor cell with the potential to differentiate into luminal epithelial cells of mammary glands. In mouse, CD61 and c-kit were found to be coexpressed by the majority of, but not all, committed luminal progenitor cells.",
CL_0010000,keratinized cell of hair follicle,A hair follicle matrix region cell which synthesizes keratin and undergoes a characteristic change as it moves upward from the hair bulb to become the hair medulla cortex and hair root sheath.,
CL_0010003,epithelial cell of alveolus of lung,An epithelial cell that is part_of a alveolus of lung.,MESH:D056809
CL_0010004,mononuclear cell of bone marrow,A mononuclear cell that is part_of a bone marrow.,
CL_0010015,coronet cell,"A highly specialized cell type exclusive to and forming neuroepithelium of the Saccus vasculosus, covering the caudal diverticulum of the infundibular recess.",
CL_0010017,zygote,A zygote in a plant or an animal.,MESH:D015053
CL_0011007,paraxial cell,A cell in the area of mesoderm in the neurulating embryo that flanks and forms simultaneously with the neural tube. The cells of this region give rise to somites.,
CL_0011008,embryonic hemocyte,"A hemocyte derived from head mesoderm, which enters the hemolymph as acirculating cell.",
CL_0011009,embryonic plasmatocyte,A plasmatocyte derived from head mesoderm.,
CL_0011010,lateral mesodermal cell,A cell derived from the mesoderm that is found at the periphery of the embryo.,
CL_0011011,intermediate mesodermal cell,A cell derived from the mesoderm that is located between the paraxial mesoderm and the lateral plate.,
CL_0011014,non-motile sperm cell,A sperm cell that is not cabaple of motion (motility).,
CL_0011015,amoeboid sperm cell,"A motile sperm cell that contain no F-actin, and their motility is powered by a dynamic filament system.",
CL_0011016,flagellated sperm cell,A motile sperm cell that contains a slender threadlike microscopic appendage that enables motion.,
CL_0011017,vagal neural crest cell,Cell that is part of the vagal neural crest population. The vagal neural crest arises from the axial level of somites 1-7 and has been described as a hybrid between the head and the trunk populations.,
CL_0011019,mesothelial cell of epicardium,A mesothelial cell that is part of the epicardium.,
CL_0011023,CD25+ mast cell,A mast cell that is CD25+.,
CL_0011030,dermal microvascular endothelial cell,Any microvascular endothelial cell that is part of the dermis.,
CL_0011032,lysosome-rich enterocyte,An enterocyte that possesses a large supranuclear vacuolar system that preferentially internalizes dietary protein via receptor-mediated and fluid-phase endocytosis for intracellular digestion and trans-cellular transport. In zebrafish these cells are located in the posterior region of the mid intestine throughout life. In mammals they are found in the ileum pre-weaning and later are replaced by mature enterocytes.,
CL_0011101,chorionic trophoblast cell,Cells of the uterine chorion that acquire specialized structural and/or functional features that characterize chorionic trophoblasts. These cells will migrate towards the spongiotrophoblast layer and give rise to syncytiotrophoblasts of the labyrinthine layer.,
CL_0011110,histaminergic neuron,Neuron that secretes histamine.,
CL_0011111,gonadotropin releasing neuron,"Neuroendocrine cells that are born in the nasal placode during embryonic development and migrate through the nose and forebrain to the hypothalamus, where they regulate reproduction.",
CL_0011114,segmented neutrophil of bone marrow,A segmented neutrophilic cell of the bone marrow reserve pool that expresses CD11b (integrin alpha-M) and high levels of CD16 (low affinity immunoglobulin gamma Fc region receptor III) on its cell surface.,
CL_0011115,precursor cell,"A cell that, by division or terminal differentiation, can give rise to other cell types.",
CL_0012000,astrocyte of the forebrain,An astrocyte of the forebrain.,
CL_0012001,neuron of the forebrain,A CNS neuron of the forebrain.,
CL_0017001,splanchnic mesodermal cell,A mesodermal cell that is part of the splanchnic layer of lateral plate mesoderm.,
CL_0017003,epithelial cell of prostatic urethra,An epithelial cell that is part of the prostatic urethra.,
CL_0017500,neutrophillic cytoplasm,"Cytoplasm that exhibits a characteristic staining and color, pale-pink, with Wright-Giemsa stain.",
CL_0017502,acidophilic cytoplasm,"Cytoplasm that exhibits a characteristic staining and color, red or pink, with Eosin stain.",
CL_0017503,basophilic cytoplasm,Cytoplasm that exhibits molecular interaction for basic dyes under specific pH conditions.,
CL_0017504,polychromatophilic cytoplasm,Cytoplasm that exhibits affinity for both basic and acid stains under specific pH conditions.,
CL_0017505,increased nucleus size,A nucleus size quality which is relatively high compared to the amount of cytoplasm present in the same cell.,
CL_0017506,banded nucleus,"A concave nuclear shape where the nucleus is indented to more than half the distance to the farthest nuclear margin, but in no area is the chromatin condensed to a single filament.",
CL_0017507,reniform nucleus,A concave nucleus shape where the indentation is smaller than half of the distance to the farthest nuclear margin.,
CL_0017508,cartwheel heterochromatin,Heterochromatin that is arranged in a carthwheel pattern.,
CL_0019001,tracheobronchial serous cell,Any serous secreting cell that is part of the tracheobronchial epithelium.,
CL_0019002,tracheobronchial chondrocyte,Any chondrocyte that is part of the tracheobronchial tree.,
CL_0019003,tracheobronchial goblet cell,Any goblet cell that is part of the tracheobronchial epithelium.,
CL_0019015,lung parenchyma resident eosinophil,"An eosinophil with a ring-shaped nucleus that is resident in the lung parenchyma. In mouse, lung parenchyma resident eosinophils are IL-5-independent Siglec-F(intermediate) CD62L+ CD101(low). In human, they are Siglec-8+ CD62L+ IL-3R(low).",
CL_0019018,blood vessel smooth muscle cell,A smooth muscle cell that is part of any blood vessel.,
CL_0019019,tracheobronchial smooth muscle cell,A smooth muscle cell that is part of the tracheobronchial tree.,
CL_0019021,endothelial cell of periportal hepatic sinusoid,"An endothelial cell found in the periportal region hepatic sinusoid, near the portal triad. The fenestrae of these cells are larger but fewer in number compared with those of endothelial cells near the centrilobular region of the hepatic sinusoid.",EFO:0010705
CL_0019022,endothelial cell of pericentral hepatic sinusoid,"An endothelial cell found in the centrilobular region hepatic sinusoid, near the central vein. The fenestrae of these cells are smaller but more numerous compared with those of endothelial cells near the periportal region of the hepatic sinusoid.",EFO:0010706
CL_0019029,centrilobular region hepatocyte,Any hepatocyte that is part of the liver lobule centrilobular region. These cells are the primary location for the biotransformation of drugs.,
CL_1000155,Malpighian tubule stellate cell,A specialized epithelial secretory cell that moves chloride ions and water across the tubule epithelium.,FBbt:00005797
CL_1001434,olfactory bulb interneuron,A neuron residing in the olfactory bulb that serve to process and refine signals arising from olfactory sensory neurons,
CL_1001436,hair-tylotrich neuron,The subcutaneous mechanoreceptors that innervate tylotrich hair follicles.,
CL_1001451,sensory neuron of dorsal root ganglion,A sensory neuron of the dorsal root ganglia that senses body position and sends information about how much the muscle is stretched to the spinal cord.,
CL_1001503,olfactory bulb tufted cell,"The principal glutaminergic neuron located in the outer third of the external plexiform layer of the olfactory bulb; a single short primary dendrite traverses the outer external plexiform layer and terminates within an olfactory glomerulus in a tuft of branches, where it receives the input from olfactory receptor neuron axon terminals; axons of the tufted cells transfer information to a number of areas in the brain, including the piriform cortex, entorhinal cortex, olfactory tubercle, and amygdala.",
CL_1001516,intestinal enteroendocrine cell,The various hormone- or neurotransmitter-secreting cells present throughout the mucosa of the intestinal tract.,
CL_1001571,hippocampal pyramidal neuron,A pyramidal neuron of the hippocampus.,NIFSTD:sao131261273|SAO:sao131261273
CL_1001575,uterine cervix squamous cell,Squamous cell of uterine cervix epithelium.,CALOHA:TS-1251
CL_1001576,oral mucosa squamous cell,Squamous cell of oral epithelium.,CALOHA:TS-1252
CL_1001577,tonsil squamous cell,Squamous cell of tonsil epithelium.,CALOHA:TS-1253
CL_1001585,appendix glandular cell,Glandular cell of appendix epithelium. Example: Goblet cells; enterocytes or absorptive cells; enteroendocrine and M cells.,CALOHA:TS-1271
CL_1001586,mammary gland glandular cell,"Glandular cell of mammary epithelium. Example: glandular cells of large and intermediate ducts, glandular cells in terminal ducts.",CALOHA:TS-1272
CL_1001587,uterine cervix glandular cell,Glandular cell of uterine cervix epithelium.,CALOHA:TS-1273
CL_1001588,colon glandular cell,Glandular cell of colon epithelium. Example: Goblet cells; enterocytes or absorptive cells; enteroendocrine and M cells.,CALOHA:TS-1274
CL_1001590,epididymis glandular cell,Glandular cell of epididymal epithelium.,CALOHA:TS-1276
CL_1001592,gallbladder glandular cell,Glandular cell of gallbladder epithelium.,CALOHA:TS-1278
CL_1001593,parathyroid glandular cell,Glandular cell of parathyroid epithelium. Example: Parathyroid chief cell and parathyroid oxyphil cells.,CALOHA:TS-1279
CL_1001595,rectum glandular cell,Glandular cell of rectal epithelium. Example: Goblet cell; enterocytes or absorptive cells; enteroendocrine and M cells.,CALOHA:TS-1281
CL_1001596,salivary gland glandular cell,"Glandular cell of salivary gland. Example: Serous cells, mucous cells, cuboidal epithelial cells of the intercalated ducts, simple cuboidal epithelium of the striated ducts, epithelial cells of excretory ducts.",CALOHA:TS-1282
CL_1001597,seminal vesicle glandular cell,Glandular cell of seminal vesicle epithelium.,CALOHA:TS-1283
CL_1001599,pancreas exocrine glandular cell,"Glandular cell of exocrine pancreas epithelium. Example: pancreatic acinar cell, glandular cells in pancreatic canaliculi, glandular cells in pancreatic ducts.",BTO:0000028|CALOHA:TS-1242
CL_1001601,adrenal gland glandular cell,"Hormone secreting cell located in the cortex of adrenal gland. Glandular cells in the adrenal cortex secrete mineralocorticoids, glucocorticoids and androgens.",CALOHA:TS-2177
CL_1001606,foreskin keratinocyte,Keratinocyte from foreskin.,CALOHA:TS-0385
CL_2000005,brain macroglial cell,Any macroglial cell that is part of a brain.,
CL_2000006,tonsil germinal center B cell,Any germinal center B cell that is part of a tonsil.,
CL_2000010,dermis blood vessel endothelial cell,Any blood vessel endothelial cell that is part of a dermis.,
CL_2000011,dermis lymphatic vessel endothelial cell,Any endothelial cell of lymphatic vessel that is part of a dermis.,
CL_2000012,fibroblast of pedal digit skin,Any skin fibroblast that is part of a pedal digit skin.,
CL_2000013,fibroblast of skin of abdomen,Any skin fibroblast that is part of a skin of abdomen.,
CL_2000014,fibroblast of upper leg skin,Any skin fibroblast that is part of a upper leg skin.,
CL_2000016,lung microvascular endothelial cell,Any lung endothelial cell that is part of a microvascular endothelium.,
CL_2000017,fibroblast of peridontal ligament,Any fibroblast that is part of a periodontal ligament.,
CL_2000018,endothelial cell of coronary artery,Any endothelial cell of artery that is part of a coronary artery.,
CL_2000019,compound eye photoreceptor cell,Any photoreceptor cell that is part of a compound eye.,FBbt:00004211
CL_2000020,inner cell mass cell,Any native cell that is part of a inner cell mass.,
CL_2000022,cardiac septum cell,Any native cell that is part of a cardiac septum.,
CL_2000023,spinal cord ventral column interneuron,Any interneuron that is part of a spinal cord ventral column.,
CL_2000024,spinal cord medial motor column neuron,Any neuron that is part of a spinal cord medial motor column.,
CL_2000025,spinal cord oligodendrocyte,Any oligodendrocyte that is part of a spinal cord.,
CL_2000031,lateral line ganglion neuron,Any neuron that is part of a lateral line ganglion.,
CL_2000032,peripheral nervous system neuron,A neuron that is part of a peripheral nervous system.,FMA:84664
CL_2000033,limb basal cell of epidermis,Any basal cell of epidermis that is part of a limb.,
CL_2000034,anterior lateral line neuromast hair cell,Any neuromast hair cell that is part of a anterior lateral line.,
CL_2000035,anterior lateral line neuromast mantle cell,Any neuromast mantle cell that is part of a anterior lateral line.,
CL_2000036,anterior lateral line neuromast supporting cell,Any neuromast support cell that is part of a anterior lateral line.,
CL_2000037,posterior lateral line neuromast hair cell,Any neuromast hair cell that is part of a posterior lateral line.,
CL_2000038,posterior lateral line neuromast mantle cell,Any neuromast mantle cell that is part of a posterior lateral line.,
CL_2000039,posterior lateral line neuromast supporting cell,Any neuromast support cell that is part of a posterior lateral line.,
CL_2000040,bladder microvascular endothelial cell,Any microvascular endothelial cell that is part of a urinary bladder.,
